condition,replicate.id,1,3,5,7,9,11,13,15,17,19,20,21,22,23
dauer,10_ST,0.954545455,0.964285714,0.862745098,0.822222222,0.615384615,0.759493671,0.476190476,0.271428571,0.085365854,0,,0.01369863,,0
control,10_ST,0.987179487,0.916666667,0.789473684,0.763888889,0.784810127,0.670588235,0.386666667,0.217391304,0.0625,0.025974026,,0,,0
dauer,13_ST,0.970873786,0.966292135,0.955555556,0.833333333,0.990291262,0.865853659,0.761363636,0.328947368,0.059405941,0.026315789,,0.018867925,,0
control,13_ST,0.97029703,0.913043478,0.877777778,0.959183673,0.938461538,0.818181818,0.575471698,0.397959184,0.146788991,0.024390244,,0,,0
dauer,14_ST,0.876404494,1,0.989795918,0.886792453,0.94047619,0.765432099,0.808988764,0.655913978,0.181818182,0.01,,,0,
control,14_ST,0.948453608,0.909090909,0.9,0.888888889,0.87654321,0.84375,0.805825243,0.544444444,0.308943089,0.093457944,,,0,
dauer,17_ST,1,0.99122807,0.970588235,0.887755102,0.802469136,0.663157895,0.685393258,0.1875,0.025316456,,0,,0,
control,17_ST,1,1,0.95,0.892473118,0.81372549,0.782051282,0.370786517,0.292134831,0.043956044,,0.011111111,,0,
